,chrom,start,end,strand,confidence_score,sample_or_tissue_used
20528,chr1,205791187,205791229,-,3.36069115,K562
37156,chr2,205998223,205998280,-,3.536314955,HepG2
37155,chr2,205996700,205996791,-,3.476468913,HepG2
37154,chr2,205994039,205994075,-,3.96221267,HepG2
20536,chr1,206648533,206648587,+,3.266697184,K562
20538,chr1,206734155,206734204,+,4.367798095,K562
20537,chr1,206733280,206733370,+,31.025903,K562
20542,chr1,207077670,207077724,+,3.545634347,K562
20539,chr1,207076040,207076102,+,3.36069115,K562
20540,chr1,207076811,207076854,+,3.424169967,K562
20541,chr1,207076936,207076981,+,3.915254684,K562
37157,chr2,207762754,207762881,-,4.661193622,K562
37161,chr2,207765996,207766047,-,6.999749484,HepG2
37162,chr2,207765997,207766060,-,8.207713394,HepG2
37159,chr2,207764201,207764234,-,4.269339392,HepG2
37158,chr2,207762977,207763003,-,4.007253545,HepG2
37164,chr2,207766378,207766409,-,5.640136071,HepG2
37163,chr2,207766259,207766281,-,4.269339392,HepG2
37160,chr2,207765771,207765805,-,4.639920509,HepG2
37168,chr2,208325863,208325885,+,3.199661376,HepG2
37167,chr2,208325856,208325863,+,3.199661376,HepG2
20588,chr1,212361092,212361183,+,4.01631793,HepG2
20589,chr1,212361135,212361181,+,5.572357631,K562
20590,chr1,212737881,212737939,-,3.36069115,K562
20591,chr1,213988434,213988483,+,5.957249309,HepG2
20597,chr1,214040299,214040337,+,4.007253545,HepG2
20596,chr1,214040149,214040183,+,5.050337254,HepG2
20595,chr1,214039312,214039353,+,4.232507593,HepG2
20594,chr1,214038603,214038649,+,6.552112966,HepG2
20598,chr1,214041090,214041184,+,10.69283098,HepG2
20599,chr1,214041100,214041133,+,3.511542639,HepG2
20600,chr1,214041169,214041191,+,4.007253545,HepG2
37390,chr2,218580605,218580700,+,4.01631793,HepG2
37392,chr2,218596254,218596348,+,5.920842641,K562
37393,chr2,218596312,218596357,+,3.610284393,K562
37391,chr2,218596245,218596324,+,4.594322111,HepG2
37394,chr2,218596365,218596403,+,4.308259517,K562
37418,chr2,219182595,219182623,+,3.016910938,HepG2
37443,chr2,219218462,219218511,-,3.917588427,HepG2
37502,chr2,219539631,219539660,-,5.967101334,HepG2
37503,chr2,219539951,219539956,-,4.01631793,HepG2
37501,chr2,219539417,219539470,-,11.33058084,HepG2
20607,chr1,219968631,219968658,-,3.805119784,K562
20608,chr1,220018994,220019046,-,4.279424552,HepG2
20613,chr1,220147887,220147958,+,8.954539321,K562
20609,chr1,220147716,220147887,+,27.38245451,K562
20611,chr1,220147830,220147906,+,6.577553636,K562
20612,chr1,220147831,220147884,+,5.018185287,HepG2
20614,chr1,220147904,220147964,+,3.016910938,HepG2
20610,chr1,220147799,220147894,+,5.577359118,HepG2
20625,chr1,222629594,222629635,+,3.199661376,HepG2
20626,chr1,223789085,223789121,-,3.693916752,HepG2
37665,chr2,223967161,223967291,+,6.567770441,K562
20627,chr1,224192925,224192990,+,6.062685662,HepG2
20647,chr1,224434675,224434739,-,5.268668342,HepG2
20653,chr1,225783299,225783303,+,3.610284393,K562
20667,chr1,226066814,226066886,+,4.396348092,K562
20668,chr1,226146438,226146494,-,6.466272034,K562
20729,chr1,227767555,227767636,+,9.632316897,K562
20731,chr1,227767585,227767626,+,9.554788084,HepG2
20734,chr1,227767676,227767774,+,6.554074475,K562
20735,chr1,227767832,227767865,+,6.17462069,HepG2
20730,chr1,227767575,227767619,+,3.504713402,HepG2
20733,chr1,227767670,227767765,+,15.56038219,HepG2
20732,chr1,227767669,227767784,+,21.23402353,K562
20736,chr1,228097403,228097420,+,7.722436624,K562
20737,chr1,228097654,228097692,+,12.76421913,K562
20764,chr1,228098926,228098984,+,7.697160599,HepG2
20822,chr1,229441752,229441798,-,3.178734411,K562
20823,chr1,229516708,229516772,-,4.661193622,K562
37693,chr2,229810894,229810938,-,3.511542639,HepG2
37694,chr2,230818849,230818894,+,3.199661376,HepG2
20871,chr1,234607464,234607505,-,4.396348092,K562
20872,chr1,234607469,234607538,-,13.8887711,HepG2
20880,chr1,235111221,235111247,-,7.725388919,K562
20876,chr1,235110261,235110322,-,30.64341967,K562
20879,chr1,235111167,235111197,-,3.536314955,HepG2
20875,chr1,235110238,235110313,-,24.32916065,K562
20874,chr1,235110171,235110238,-,21.2020611,K562
20881,chr1,235111238,235111270,-,4.545455288,HepG2
20882,chr1,235111759,235111806,-,12.95272513,K562
20873,chr1,235110153,235110261,-,52.07865173,K562
20877,chr1,235110989,235111040,-,8.256796074,HepG2
20878,chr1,235110994,235111038,-,4.639920509,HepG2
37789,chr2,236131644,236131725,+,3.266697184,K562
37788,chr2,236127994,236128050,+,4.007253545,HepG2
37787,chr2,236127901,236127937,+,3.199661376,HepG2
37838,chr2,241135909,241135918,-,4.269339392,HepG2
37839,chr2,241135918,241135950,-,3.882310524,HepG2
20905,chr1,244409037,244409065,-,3.266697184,K562
20918,chr1,248810466,248810531,-,11.56428476,K562
20920,chr1,248810735,248810810,-,3.915254684,K562
20919,chr1,248810472,248810537,-,5.737236473,K562
20922,chr1,248811532,248811601,-,7.061832456,K562
20921,chr1,248811312,248811352,-,4.017282261,K562
