chromosome,start_coord,end_coord,peak_id,strand,RBP_name,experiment_method,sample_or_tissue_used,accession_of_raw_data,confidence_score
chr19,38838057,38838066,human_RBP_eCLIP_ENCODE_622156,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,38838066,38838097,human_RBP_eCLIP_ENCODE_622157,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,38840261,38840306,human_RBP_eCLIP_ENCODE_613659,-,DDX6,eCLIP,K562,ENCODE,7.17398814215028
chr19,38840279,38840342,human_RBP_eCLIP_ENCODE_608734,-,DDX6,eCLIP,K562,ENCODE,6.01312901616134
chr19,38878770,38878835,human_RBP_eCLIP_ENCODE_613660,-,DDX6,eCLIP,K562,ENCODE,3.54563434727899
chr19,38878778,38878862,human_RBP_eCLIP_ENCODE_608736,-,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr19,39172972,39173018,human_RBP_eCLIP_ENCODE_622158,+,DDX6,eCLIP,HepG2,ENCODE,4.26933939226396
chr19,39174969,39175043,human_RBP_eCLIP_ENCODE_617305,+,DDX6,eCLIP,HepG2,ENCODE,4.64091123543591
chr19,39178872,39178907,human_RBP_eCLIP_ENCODE_608737,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,39179091,39179146,human_RBP_eCLIP_ENCODE_608738,+,DDX6,eCLIP,K562,ENCODE,4.78292843645508
chr19,39179237,39179281,human_RBP_eCLIP_ENCODE_608739,+,DDX6,eCLIP,K562,ENCODE,4.62886561260517
chr19,39179237,39179305,human_RBP_eCLIP_ENCODE_613661,+,DDX6,eCLIP,K562,ENCODE,8.08779856895845
chr19,39356802,39356857,human_RBP_eCLIP_ENCODE_608740,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,39384940,39385018,human_RBP_eCLIP_ENCODE_613662,+,DDX6,eCLIP,K562,ENCODE,7.56648633939094
chr19,39384949,39385013,human_RBP_eCLIP_ENCODE_608741,+,DDX6,eCLIP,K562,ENCODE,6.46681701453235
chr19,39385051,39385115,human_RBP_eCLIP_ENCODE_608742,+,DDX6,eCLIP,K562,ENCODE,5.4560397981538
chr19,39386366,39386404,human_RBP_eCLIP_ENCODE_608743,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,39397964,39398016,human_RBP_eCLIP_ENCODE_608744,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,39408534,39408593,human_RBP_eCLIP_ENCODE_617306,+,DDX6,eCLIP,HepG2,ENCODE,8.17648664696301
chr19,39408643,39408675,human_RBP_eCLIP_ENCODE_617307,+,DDX6,eCLIP,HepG2,ENCODE,5.79373340204452
chr19,39408962,39409008,human_RBP_eCLIP_ENCODE_617308,+,DDX6,eCLIP,HepG2,ENCODE,5.5773591179539
chr19,39414319,39414366,human_RBP_eCLIP_ENCODE_622159,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,39469279,39469317,human_RBP_eCLIP_ENCODE_622160,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,39475597,39475663,human_RBP_eCLIP_ENCODE_608746,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,39475603,39475664,human_RBP_eCLIP_ENCODE_613664,+,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr19,39476570,39476638,human_RBP_eCLIP_ENCODE_608747,+,DDX6,eCLIP,K562,ENCODE,5.58221685580553
chr19,39834527,39834562,human_RBP_eCLIP_ENCODE_613665,-,DDX6,eCLIP,K562,ENCODE,8.71498308237083
chr19,39834535,39834563,human_RBP_eCLIP_ENCODE_608748,-,DDX6,eCLIP,K562,ENCODE,7.14852871569002
chr19,39834667,39834687,human_RBP_eCLIP_ENCODE_613666,-,DDX6,eCLIP,K562,ENCODE,6.24743685321989
chr19,39834718,39834767,human_RBP_eCLIP_ENCODE_608749,-,DDX6,eCLIP,K562,ENCODE,6.25343881225727
chr19,40215098,40215161,human_RBP_eCLIP_ENCODE_608750,+,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr19,40215437,40215510,human_RBP_eCLIP_ENCODE_608751,+,DDX6,eCLIP,K562,ENCODE,12.5110846574454
chr19,40215438,40215496,human_RBP_eCLIP_ENCODE_613667,+,DDX6,eCLIP,K562,ENCODE,7.31923738353954
chr19,40232376,40232436,human_RBP_eCLIP_ENCODE_608752,-,DDX6,eCLIP,K562,ENCODE,9.88276185786018
chr19,40232416,40232462,human_RBP_eCLIP_ENCODE_613668,-,DDX6,eCLIP,K562,ENCODE,6.5208269259196
chr19,40232563,40232714,human_RBP_eCLIP_ENCODE_608753,-,DDX6,eCLIP,K562,ENCODE,31.3002142885626
chr19,40277425,40277486,human_RBP_eCLIP_ENCODE_613669,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr19,40284970,40285015,human_RBP_eCLIP_ENCODE_613670,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr19,40378007,40378055,human_RBP_eCLIP_ENCODE_613671,+,DDX6,eCLIP,K562,ENCODE,3.61028439345029
chr19,40378011,40378061,human_RBP_eCLIP_ENCODE_608755,+,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr19,40378177,40378218,human_RBP_eCLIP_ENCODE_622162,+,DDX6,eCLIP,HepG2,ENCODE,9.58836800603341
chr19,40378320,40378368,human_RBP_eCLIP_ENCODE_608756,+,DDX6,eCLIP,K562,ENCODE,6.25343881225727
chr19,40440948,40440991,human_RBP_eCLIP_ENCODE_613672,-,DDX6,eCLIP,K562,ENCODE,5.79300286767889
chr19,40441019,40441102,human_RBP_eCLIP_ENCODE_613673,-,DDX6,eCLIP,K562,ENCODE,10.4091105937491
chr19,40441045,40441108,human_RBP_eCLIP_ENCODE_608757,-,DDX6,eCLIP,K562,ENCODE,9.85387506643628
chr19,40441284,40441346,human_RBP_eCLIP_ENCODE_613674,-,DDX6,eCLIP,K562,ENCODE,9.69905860944835
chr19,40441285,40441347,human_RBP_eCLIP_ENCODE_608758,-,DDX6,eCLIP,K562,ENCODE,9.52300384010564
chr19,40441366,40441419,human_RBP_eCLIP_ENCODE_613675,-,DDX6,eCLIP,K562,ENCODE,6.11529184343747
chr19,40441429,40441455,human_RBP_eCLIP_ENCODE_608759,-,DDX6,eCLIP,K562,ENCODE,4.62886561260517
chr19,40441643,40441657,human_RBP_eCLIP_ENCODE_613676,-,DDX6,eCLIP,K562,ENCODE,3.17873441118284
chr19,40441733,40441789,human_RBP_eCLIP_ENCODE_613677,-,DDX6,eCLIP,K562,ENCODE,5.73723647304693
chr19,40441909,40441953,human_RBP_eCLIP_ENCODE_608760,-,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr19,40441930,40442020,human_RBP_eCLIP_ENCODE_613678,-,DDX6,eCLIP,K562,ENCODE,9.69905860944835
chr19,40444218,40444238,human_RBP_eCLIP_ENCODE_608761,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,40600193,40600224,human_RBP_eCLIP_ENCODE_608762,+,DDX6,eCLIP,K562,ENCODE,4.10589548581183
chr19,40601804,40601842,human_RBP_eCLIP_ENCODE_608764,+,DDX6,eCLIP,K562,ENCODE,4.10589548581183
chr19,40602361,40602461,human_RBP_eCLIP_ENCODE_613679,+,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr19,40604244,40604299,human_RBP_eCLIP_ENCODE_608765,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,40604377,40604462,human_RBP_eCLIP_ENCODE_608766,+,DDX6,eCLIP,K562,ENCODE,4.2271941634787
chr19,40609804,40609845,human_RBP_eCLIP_ENCODE_608767,+,DDX6,eCLIP,K562,ENCODE,4.62886561260517
chr19,40627704,40627791,human_RBP_eCLIP_ENCODE_608768,+,DDX6,eCLIP,K562,ENCODE,8.30756563614034
chr19,40629630,40629689,human_RBP_eCLIP_ENCODE_608769,+,DDX6,eCLIP,K562,ENCODE,5.85896904446177
chr19,40800343,40800345,human_RBP_eCLIP_ENCODE_608771,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,40800364,40800396,human_RBP_eCLIP_ENCODE_613681,+,DDX6,eCLIP,K562,ENCODE,3.54563434727899
chr19,40800628,40800684,human_RBP_eCLIP_ENCODE_608772,+,DDX6,eCLIP,K562,ENCODE,4.10589548581183
chr19,40800686,40800742,human_RBP_eCLIP_ENCODE_622163,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,40801071,40801116,human_RBP_eCLIP_ENCODE_608773,+,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr19,40808140,40808243,human_RBP_eCLIP_ENCODE_613682,+,DDX6,eCLIP,K562,ENCODE,4.99670580695349
chr19,40808180,40808252,human_RBP_eCLIP_ENCODE_608774,+,DDX6,eCLIP,K562,ENCODE,4.10589548581183
chr19,41265043,41265080,human_RBP_eCLIP_ENCODE_613683,+,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr19,41265229,41265283,human_RBP_eCLIP_ENCODE_608775,+,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr19,41265750,41265802,human_RBP_eCLIP_ENCODE_613684,+,DDX6,eCLIP,K562,ENCODE,4.28721069008856
chr19,41266781,41266867,human_RBP_eCLIP_ENCODE_608776,+,DDX6,eCLIP,K562,ENCODE,5.22932196181957
chr19,41276158,41276188,human_RBP_eCLIP_ENCODE_608777,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,41306845,41306893,human_RBP_eCLIP_ENCODE_617310,+,DDX6,eCLIP,HepG2,ENCODE,3.47646891343143
chr19,41312813,41312852,human_RBP_eCLIP_ENCODE_622164,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,41323567,41323621,human_RBP_eCLIP_ENCODE_613685,-,DDX6,eCLIP,K562,ENCODE,4.66183007590508
chr19,41326443,41326543,human_RBP_eCLIP_ENCODE_608778,-,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr19,41328954,41328959,human_RBP_eCLIP_ENCODE_622165,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,41328959,41328996,human_RBP_eCLIP_ENCODE_622166,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr19,41332127,41332164,human_RBP_eCLIP_ENCODE_608780,-,DDX6,eCLIP,K562,ENCODE,5.92084264080577
chr19,41351972,41352038,human_RBP_eCLIP_ENCODE_613686,-,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr19,41353894,41353937,human_RBP_eCLIP_ENCODE_622167,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,41376867,41376931,human_RBP_eCLIP_ENCODE_608781,+,DDX6,eCLIP,K562,ENCODE,4.10589548581183
chr19,41377125,41377152,human_RBP_eCLIP_ENCODE_608783,+,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr19,41389826,41389879,human_RBP_eCLIP_ENCODE_608784,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,41424613,41424703,human_RBP_eCLIP_ENCODE_613687,+,DDX6,eCLIP,K562,ENCODE,4.28721069008856
chr19,41424781,41424830,human_RBP_eCLIP_ENCODE_608785,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,41426958,41427000,human_RBP_eCLIP_ENCODE_622168,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr19,41860255,41860289,human_RBP_eCLIP_ENCODE_608786,+,DDX6,eCLIP,K562,ENCODE,40.7637903462829
chr19,41860795,41860844,human_RBP_eCLIP_ENCODE_608788,+,DDX6,eCLIP,K562,ENCODE,35.4892003855757
chr19,41906728,41906769,human_RBP_eCLIP_ENCODE_608789,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,41907122,41907215,human_RBP_eCLIP_ENCODE_608790,+,DDX6,eCLIP,K562,ENCODE,7.09283208435231
chr19,42081426,42081473,human_RBP_eCLIP_ENCODE_617311,+,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr19,42225625,42225674,human_RBP_eCLIP_ENCODE_622170,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,42247596,42247649,human_RBP_eCLIP_ENCODE_613688,-,DDX6,eCLIP,K562,ENCODE,11.6909944734388
chr19,42247597,42247659,human_RBP_eCLIP_ENCODE_608793,-,DDX6,eCLIP,K562,ENCODE,10.774211191108
chr19,42247706,42247783,human_RBP_eCLIP_ENCODE_608794,-,DDX6,eCLIP,K562,ENCODE,10.5089606442441
chr19,42247741,42247761,human_RBP_eCLIP_ENCODE_622171,-,DDX6,eCLIP,HepG2,ENCODE,3.91758842732425
chr19,42247847,42247888,human_RBP_eCLIP_ENCODE_608795,-,DDX6,eCLIP,K562,ENCODE,6.45759774961657
chr19,42247850,42247892,human_RBP_eCLIP_ENCODE_613689,-,DDX6,eCLIP,K562,ENCODE,6.81921887488663
chr19,42247874,42247904,human_RBP_eCLIP_ENCODE_617312,-,DDX6,eCLIP,HepG2,ENCODE,4.61312914514172
chr19,42248149,42248207,human_RBP_eCLIP_ENCODE_613690,-,DDX6,eCLIP,K562,ENCODE,10.9337203024336
chr19,42248178,42248199,human_RBP_eCLIP_ENCODE_608796,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,42248246,42248304,human_RBP_eCLIP_ENCODE_613691,-,DDX6,eCLIP,K562,ENCODE,8.91140327173725
chr19,42248253,42248295,human_RBP_eCLIP_ENCODE_617313,-,DDX6,eCLIP,HepG2,ENCODE,9.41510365586255
chr19,42248262,42248288,human_RBP_eCLIP_ENCODE_622172,-,DDX6,eCLIP,HepG2,ENCODE,8.59795693763769
chr19,42248369,42248402,human_RBP_eCLIP_ENCODE_622173,-,DDX6,eCLIP,HepG2,ENCODE,6.97573687287062
chr19,42248404,42248437,human_RBP_eCLIP_ENCODE_622174,-,DDX6,eCLIP,HepG2,ENCODE,7.09965281110767
chr19,42248512,42248550,human_RBP_eCLIP_ENCODE_613692,-,DDX6,eCLIP,K562,ENCODE,5.73723647304693
chr19,42248540,42248546,human_RBP_eCLIP_ENCODE_608797,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,42248929,42248968,human_RBP_eCLIP_ENCODE_622175,-,DDX6,eCLIP,HepG2,ENCODE,5.64460269822833
chr19,42248935,42248991,human_RBP_eCLIP_ENCODE_608798,-,DDX6,eCLIP,K562,ENCODE,5.22932196181957
chr19,42249205,42249221,human_RBP_eCLIP_ENCODE_622176,-,DDX6,eCLIP,HepG2,ENCODE,3.88231052433895
chr19,42249299,42249330,human_RBP_eCLIP_ENCODE_622177,-,DDX6,eCLIP,HepG2,ENCODE,5.61190377400851
chr19,42250382,42250430,human_RBP_eCLIP_ENCODE_617314,-,DDX6,eCLIP,HepG2,ENCODE,3.51154263864523
chr19,42250760,42250811,human_RBP_eCLIP_ENCODE_608799,-,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr19,42250927,42250960,human_RBP_eCLIP_ENCODE_622178,-,DDX6,eCLIP,HepG2,ENCODE,3.88231052433895
chr19,42250940,42250977,human_RBP_eCLIP_ENCODE_608800,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,42251756,42251808,human_RBP_eCLIP_ENCODE_622179,-,DDX6,eCLIP,HepG2,ENCODE,5.52910138592038
chr19,42252150,42252229,human_RBP_eCLIP_ENCODE_608801,-,DDX6,eCLIP,K562,ENCODE,5.22932196181957
chr19,42252159,42252216,human_RBP_eCLIP_ENCODE_613693,-,DDX6,eCLIP,K562,ENCODE,3.95762061402504
chr19,42252416,42252493,human_RBP_eCLIP_ENCODE_622180,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr19,42253647,42253699,human_RBP_eCLIP_ENCODE_608802,-,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,42254854,42254869,human_RBP_eCLIP_ENCODE_622181,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr19,42254855,42254907,human_RBP_eCLIP_ENCODE_608803,-,DDX6,eCLIP,K562,ENCODE,4.68198260245994
chr19,42271995,42272050,human_RBP_eCLIP_ENCODE_622182,+,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,42279759,42279808,human_RBP_eCLIP_ENCODE_608804,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,42282916,42282963,human_RBP_eCLIP_ENCODE_608805,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,42283196,42283257,human_RBP_eCLIP_ENCODE_608806,+,DDX6,eCLIP,K562,ENCODE,4.61954128095805
chr19,42284248,42284290,human_RBP_eCLIP_ENCODE_608807,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,42286357,42286405,human_RBP_eCLIP_ENCODE_622183,+,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr19,42295332,42295402,human_RBP_eCLIP_ENCODE_608809,+,DDX6,eCLIP,K562,ENCODE,4.2271941634787
chr19,42295339,42295395,human_RBP_eCLIP_ENCODE_622184,+,DDX6,eCLIP,HepG2,ENCODE,9.12149078543387
chr19,42295674,42295740,human_RBP_eCLIP_ENCODE_617315,+,DDX6,eCLIP,HepG2,ENCODE,3.0169109376207
chr19,42507346,42507407,human_RBP_eCLIP_ENCODE_617316,-,DDX6,eCLIP,HepG2,ENCODE,5.79373340204452
chr19,42507354,42507395,human_RBP_eCLIP_ENCODE_622185,-,DDX6,eCLIP,HepG2,ENCODE,6.17462068988478
chr19,42507441,42507527,human_RBP_eCLIP_ENCODE_622186,-,DDX6,eCLIP,HepG2,ENCODE,6.552112966119
chr19,42507461,42507514,human_RBP_eCLIP_ENCODE_617317,-,DDX6,eCLIP,HepG2,ENCODE,3.47646891343143
chr19,42507806,42507849,human_RBP_eCLIP_ENCODE_617318,-,DDX6,eCLIP,HepG2,ENCODE,4.01631793013681
chr19,42509055,42509107,human_RBP_eCLIP_ENCODE_617319,-,DDX6,eCLIP,HepG2,ENCODE,3.47646891343143
chr19,42518996,42519039,human_RBP_eCLIP_ENCODE_622187,-,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr19,43586300,43586395,human_RBP_eCLIP_ENCODE_608810,-,DDX6,eCLIP,K562,ENCODE,4.78292843645508
chr19,43607471,43607566,human_RBP_eCLIP_ENCODE_613695,-,DDX6,eCLIP,K562,ENCODE,28.3570213579235
chr19,43607481,43607580,human_RBP_eCLIP_ENCODE_608811,-,DDX6,eCLIP,K562,ENCODE,35.7433063020018
chr19,43607511,43607563,human_RBP_eCLIP_ENCODE_622188,-,DDX6,eCLIP,HepG2,ENCODE,3.88231052433895
chr19,43622641,43622726,human_RBP_eCLIP_ENCODE_617320,-,DDX6,eCLIP,HepG2,ENCODE,7.18917782015937
chr19,43622726,43622818,human_RBP_eCLIP_ENCODE_617321,-,DDX6,eCLIP,HepG2,ENCODE,9.39151900274231
chr19,43622751,43622805,human_RBP_eCLIP_ENCODE_622189,-,DDX6,eCLIP,HepG2,ENCODE,6.552112966119
chr19,43622780,43622847,human_RBP_eCLIP_ENCODE_608812,-,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,43622907,43622947,human_RBP_eCLIP_ENCODE_622190,-,DDX6,eCLIP,HepG2,ENCODE,7.01399311804124
chr19,43622921,43622946,human_RBP_eCLIP_ENCODE_617322,-,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr19,43623272,43623311,human_RBP_eCLIP_ENCODE_622191,-,DDX6,eCLIP,HepG2,ENCODE,3.96221266961338
chr19,43733381,43733428,human_RBP_eCLIP_ENCODE_608814,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,43779654,43779737,human_RBP_eCLIP_ENCODE_613697,-,DDX6,eCLIP,K562,ENCODE,4.28721069008856
chr19,43780798,43780897,human_RBP_eCLIP_ENCODE_608815,-,DDX6,eCLIP,K562,ENCODE,5.26676179593844
chr19,44662948,44662998,human_RBP_eCLIP_ENCODE_608816,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,44663512,44663556,human_RBP_eCLIP_ENCODE_617323,+,DDX6,eCLIP,HepG2,ENCODE,3.5047134018106
chr19,44820706,44820730,human_RBP_eCLIP_ENCODE_622192,+,DDX6,eCLIP,HepG2,ENCODE,8.59795693763769
chr19,44873973,44874018,human_RBP_eCLIP_ENCODE_622193,+,DDX6,eCLIP,HepG2,ENCODE,3.53631495502023
chr19,44878292,44878342,human_RBP_eCLIP_ENCODE_622194,+,DDX6,eCLIP,HepG2,ENCODE,4.99921940616088
chr19,44878755,44878817,human_RBP_eCLIP_ENCODE_608817,+,DDX6,eCLIP,K562,ENCODE,4.2271941634787
chr19,44878763,44878825,human_RBP_eCLIP_ENCODE_617324,+,DDX6,eCLIP,HepG2,ENCODE,7.12741104744644
chr19,44879032,44879070,human_RBP_eCLIP_ENCODE_622195,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,44908596,44908642,human_RBP_eCLIP_ENCODE_608818,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,44909004,44909055,human_RBP_eCLIP_ENCODE_608819,+,DDX6,eCLIP,K562,ENCODE,5.34788154804877
chr19,44909183,44909233,human_RBP_eCLIP_ENCODE_613698,+,DDX6,eCLIP,K562,ENCODE,3.91525468394631
chr19,44919189,44919258,human_RBP_eCLIP_ENCODE_608820,+,DDX6,eCLIP,K562,ENCODE,4.2271941634787
chr19,44948802,44948833,human_RBP_eCLIP_ENCODE_617325,+,DDX6,eCLIP,HepG2,ENCODE,5.05930465445191
chr19,45096179,45096217,human_RBP_eCLIP_ENCODE_622196,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,45096295,45096365,human_RBP_eCLIP_ENCODE_608821,+,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,45121205,45121248,human_RBP_eCLIP_ENCODE_622197,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,45147080,45147141,human_RBP_eCLIP_ENCODE_608822,+,DDX6,eCLIP,K562,ENCODE,4.90722077511627
chr19,45162986,45163101,human_RBP_eCLIP_ENCODE_613699,-,DDX6,eCLIP,K562,ENCODE,8.30785936122335
chr19,45162998,45163035,human_RBP_eCLIP_ENCODE_608823,-,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,45163066,45163105,human_RBP_eCLIP_ENCODE_608824,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,45291109,45291136,human_RBP_eCLIP_ENCODE_622200,+,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr19,45349949,45350017,human_RBP_eCLIP_ENCODE_613700,-,DDX6,eCLIP,K562,ENCODE,4.30825951733495
chr19,45350461,45350499,human_RBP_eCLIP_ENCODE_608826,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,45350651,45350692,human_RBP_eCLIP_ENCODE_608827,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,45350754,45350794,human_RBP_eCLIP_ENCODE_608828,-,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr19,45351195,45351267,human_RBP_eCLIP_ENCODE_613701,-,DDX6,eCLIP,K562,ENCODE,3.26669718445958
chr19,45351432,45351498,human_RBP_eCLIP_ENCODE_613702,-,DDX6,eCLIP,K562,ENCODE,3.95762061402504
chr19,45352215,45352267,human_RBP_eCLIP_ENCODE_608829,-,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,45363338,45363428,human_RBP_eCLIP_ENCODE_613703,-,DDX6,eCLIP,K562,ENCODE,5.41427989930677
chr19,45410557,45410627,human_RBP_eCLIP_ENCODE_608830,+,DDX6,eCLIP,K562,ENCODE,9.30288404208563
chr19,45478597,45478684,human_RBP_eCLIP_ENCODE_608831,-,DDX6,eCLIP,K562,ENCODE,26.9760893936491
chr19,45498548,45498603,human_RBP_eCLIP_ENCODE_608832,+,DDX6,eCLIP,K562,ENCODE,3.36069114959313
chr19,45526818,45526850,human_RBP_eCLIP_ENCODE_608833,+,DDX6,eCLIP,K562,ENCODE,35.9982230329226
chr19,45526821,45526851,human_RBP_eCLIP_ENCODE_613704,+,DDX6,eCLIP,K562,ENCODE,32.5224157447227
chr19,45526850,45526904,human_RBP_eCLIP_ENCODE_608834,+,DDX6,eCLIP,K562,ENCODE,37.2159393031218
chr19,45526851,45526919,human_RBP_eCLIP_ENCODE_613705,+,DDX6,eCLIP,K562,ENCODE,38.7400002049181
chr19,45609433,45609496,human_RBP_eCLIP_ENCODE_613706,-,DDX6,eCLIP,K562,ENCODE,13.1017686154869
chr19,45609448,45609560,human_RBP_eCLIP_ENCODE_608835,-,DDX6,eCLIP,K562,ENCODE,15.1646328922729
chr19,45609496,45609619,human_RBP_eCLIP_ENCODE_613707,-,DDX6,eCLIP,K562,ENCODE,19.4100615632004
chr19,45613540,45613611,human_RBP_eCLIP_ENCODE_608836,-,DDX6,eCLIP,K562,ENCODE,5.91779323677599
chr19,45670751,45670819,human_RBP_eCLIP_ENCODE_608838,+,DDX6,eCLIP,K562,ENCODE,3.68218541160968
chr19,45670902,45670954,human_RBP_eCLIP_ENCODE_608839,+,DDX6,eCLIP,K562,ENCODE,3.4241699666762
chr19,45671006,45671130,human_RBP_eCLIP_ENCODE_613711,+,DDX6,eCLIP,K562,ENCODE,5.41989754259813
chr19,45688465,45688507,human_RBP_eCLIP_ENCODE_617326,-,DDX6,eCLIP,HepG2,ENCODE,5.05930465445191
chr19,45710673,45710713,human_RBP_eCLIP_ENCODE_622201,-,DDX6,eCLIP,HepG2,ENCODE,5.01818528745842
chr19,45710832,45710950,human_RBP_eCLIP_ENCODE_608840,-,DDX6,eCLIP,K562,ENCODE,6.12597817494536
chr19,45716964,45717044,human_RBP_eCLIP_ENCODE_608841,-,DDX6,eCLIP,K562,ENCODE,4.10589548581183
chr19,45770256,45770298,human_RBP_eCLIP_ENCODE_608842,-,DDX6,eCLIP,K562,ENCODE,3.54011679554051
chr19,45770539,45770589,human_RBP_eCLIP_ENCODE_608843,-,DDX6,eCLIP,K562,ENCODE,5.26676179593844
chr19,45782474,45782546,human_RBP_eCLIP_ENCODE_613712,-,DDX6,eCLIP,K562,ENCODE,4.39634809193329
chr19,45815459,45815526,human_RBP_eCLIP_ENCODE_613713,-,DDX6,eCLIP,K562,ENCODE,11.9963240974512
chr19,45815466,45815541,human_RBP_eCLIP_ENCODE_608844,-,DDX6,eCLIP,K562,ENCODE,23.036788467095
chr19,45815641,45815681,human_RBP_eCLIP_ENCODE_608845,-,DDX6,eCLIP,K562,ENCODE,6.56777044065907
chr19,45871853,45871897,human_RBP_eCLIP_ENCODE_622203,+,DDX6,eCLIP,HepG2,ENCODE,3.19966137630154
chr19,45872200,45872261,human_RBP_eCLIP_ENCODE_622204,+,DDX6,eCLIP,HepG2,ENCODE,3.18944873542402
chr19,45883720,45883766,human_RBP_eCLIP_ENCODE_622205,-,DDX6,eCLIP,HepG2,ENCODE,4.59432211091739
chr19,45883771,45883805,human_RBP_eCLIP_ENCODE_608846,-,DDX6,eCLIP,K562,ENCODE,3.99157102509549
chr19,45883813,45883861,human_RBP_eCLIP_ENCODE_608847,-,DDX6,eCLIP,K562,ENCODE,4.01728226135989
chr19,45883823,45883878,human_RBP_eCLIP_ENCODE_622206,-,DDX6,eCLIP,HepG2,ENCODE,6.81441223670455
chr19,45890553,45890597,human_RBP_eCLIP_ENCODE_622207,-,DDX6,eCLIP,HepG2,ENCODE,3.88231052433895
chr19,45901523,45901566,human_RBP_eCLIP_ENCODE_622208,-,DDX6,eCLIP,HepG2,ENCODE,4.51290222658887
chr19,45901599,45901652,human_RBP_eCLIP_ENCODE_622209,-,DDX6,eCLIP,HepG2,ENCODE,3.69391675189262
chr19,46196396,46196431,human_RBP_eCLIP_ENCODE_608848,-,DDX6,eCLIP,K562,ENCODE,4.68198260245994
